support,itemsets
0.004532728969470737,frozenset({'sandwich'})
0.004532728969470737,frozenset({'babies food'})
0.011998400213304892,frozenset({'melons'})
0.004799360085321957,frozenset({'cauliflower'})
0.008665511265164644,frozenset({'green beans'})
0.004399413411545127,frozenset({'ketchup'})
0.005865884548726837,frozenset({'burger sauce'})
0.004399413411545127,frozenset({'oatmeal'})
0.03106252499666711,"frozenset({'mineral water', 'green tea'})"
0.026529796027196375,"frozenset({'spaghetti', 'green tea'})"
0.028529529396080524,"frozenset({'french fries', 'green tea'})"
0.023463538194907346,"frozenset({'green tea', 'chocolate'})"
0.025463271563791495,"frozenset({'green tea', 'eggs'})"
0.008265564591387815,"frozenset({'mineral water', 'spaghetti', 'green tea'})"
0.005332622317024397,"frozenset({'spaghetti', 'french fries', 'green tea'})"
0.0061325156645780565,"frozenset({'mineral water', 'french fries', 'green tea'})"
0.007065724570057326,"frozenset({'spaghetti', 'green tea', 'chocolate'})"
0.006932409012131715,"frozenset({'mineral water', 'green tea', 'chocolate'})"
0.005465937874950006,"frozenset({'green tea', 'eggs', 'chocolate'})"
0.005199306759098787,"frozenset({'french fries', 'green tea', 'chocolate'})"
0.007065724570057326,"frozenset({'french fries', 'eggs', 'green tea'})"
0.005732568990801226,"frozenset({'spaghetti', 'green tea', 'eggs'})"
0.006932409012131715,"frozenset({'mineral water', 'green tea', 'eggs'})"
0.023996800426609784,"frozenset({'mineral water', 'low fat yogurt'})"
0.007598986801759766,"frozenset({'low fat yogurt', 'green tea'})"
0.014798026929742702,"frozenset({'low fat yogurt', 'chocolate'})"
0.013331555792560993,"frozenset({'low fat yogurt', 'french fries'})"
0.006665777896280496,"frozenset({'low fat yogurt', 'burgers'})"
0.006932409012131715,"frozenset({'low fat yogurt', 'cake'})"
0.01679776029862685,"frozenset({'low fat yogurt', 'eggs'})"
0.015197973603519531,"frozenset({'spaghetti', 'low fat yogurt'})"
0.013198240234635382,"frozenset({'low fat yogurt', 'milk'})"
0.010131982402346354,"frozenset({'low fat yogurt', 'frozen vegetables'})"
0.009465404612718305,"frozenset({'low fat yogurt', 'pancakes'})"
0.005332622317024397,"frozenset({'low fat yogurt', 'cookies'})"
0.004666044527396347,"frozenset({'low fat yogurt', 'escalope'})"
0.009598720170643914,"frozenset({'low fat yogurt', 'ground beef'})"
0.005732568990801226,"frozenset({'mineral water', 'low fat yogurt', 'chocolate'})"
0.0061325156645780565,"frozenset({'mineral water', 'low fat yogurt', 'eggs'})"
0.005599253432875617,"frozenset({'mineral water', 'low fat yogurt', 'spaghetti'})"
0.004799360085321957,"frozenset({'mineral water', 'low fat yogurt', 'milk'})"
0.004399413411545127,"frozenset({'spaghetti', 'low fat yogurt', 'milk'})"
0.004532728969470737,"frozenset({'mineral water', 'low fat yogurt', 'frozen vegetables'})"
0.004266097853619517,"frozenset({'mineral water', 'low fat yogurt', 'pancakes'})"
0.004799360085321957,"frozenset({'mineral water', 'low fat yogurt', 'ground beef'})"
0.023596853752832957,"frozenset({'mineral water', 'shrimp'})"
0.011465137981602452,"frozenset({'green tea', 'shrimp'})"
0.006265831222503666,"frozenset({'low fat yogurt', 'shrimp'})"
0.017997600319957337,"frozenset({'shrimp', 'chocolate'})"
0.014131449140114652,"frozenset({'eggs', 'shrimp'})"
0.008798826823090255,"frozenset({'burgers', 'shrimp'})"
0.021197173710171976,"frozenset({'spaghetti', 'shrimp'})"
0.01759765364618051,"frozenset({'shrimp', 'milk'})"
0.007598986801759766,"frozenset({'cake', 'shrimp'})"
0.01666444474070124,"frozenset({'shrimp', 'frozen vegetables'})"
0.010531929076123183,"frozenset({'pancakes', 'shrimp'})"
0.009998666844420743,"frozenset({'french fries', 'shrimp'})"
0.011465137981602452,"frozenset({'ground beef', 'shrimp'})"
0.0041327822956939075,"frozenset({'cookies', 'shrimp'})"
0.004266097853619517,"frozenset({'shrimp', 'escalope'})"
0.007598986801759766,"frozenset({'mineral water', 'shrimp', 'chocolate'})"
0.006399146780429276,"frozenset({'spaghetti', 'shrimp', 'chocolate'})"
0.005199306759098787,"frozenset({'mineral water', 'eggs', 'shrimp'})"
0.004266097853619517,"frozenset({'eggs', 'shrimp', 'milk'})"
0.008532195707239034,"frozenset({'mineral water', 'spaghetti', 'shrimp'})"
0.007865617917610986,"frozenset({'mineral water', 'shrimp', 'milk'})"
0.005465937874950006,"frozenset({'milk', 'shrimp', 'chocolate'})"
0.004932675643247567,"frozenset({'spaghetti', 'shrimp', 'milk'})"
0.007199040127982935,"frozenset({'mineral water', 'shrimp', 'frozen vegetables'})"
0.005999200106652446,"frozenset({'spaghetti', 'shrimp', 'frozen vegetables'})"
0.005332622317024397,"frozenset({'frozen vegetables', 'shrimp', 'chocolate'})"
0.004666044527396347,"frozenset({'frozen vegetables', 'shrimp', 'milk'})"
0.004532728969470737,"frozenset({'mineral water', 'pancakes', 'shrimp'})"
0.005065991201173177,"frozenset({'mineral water', 'ground beef', 'shrimp'})"
0.005999200106652446,"frozenset({'spaghetti', 'ground beef', 'shrimp'})"
0.027596320490601255,"frozenset({'mineral water', 'olive oil'})"
0.009998666844420743,"frozenset({'olive oil', 'green tea'})"
0.008132249033462205,"frozenset({'olive oil', 'shrimp'})"
0.006799093454206106,"frozenset({'olive oil', 'low fat yogurt'})"
0.022930275963204905,"frozenset({'olive oil', 'spaghetti'})"
0.017064391414478068,"frozenset({'olive oil', 'milk'})"
0.01639781362485002,"frozenset({'olive oil', 'chocolate'})"
0.014131449140114652,"frozenset({'olive oil', 'ground beef'})"
0.011331822423676844,"frozenset({'olive oil', 'frozen vegetables'})"
0.007199040127982935,"frozenset({'olive oil', 'tomatoes'})"
0.011998400213304892,"frozenset({'olive oil', 'eggs'})"
0.006399146780429276,"frozenset({'olive oil', 'burgers'})"
0.009198773496867084,"frozenset({'olive oil', 'french fries'})"
0.010798560191974404,"frozenset({'olive oil', 'pancakes'})"
0.006532462338354886,"frozenset({'olive oil', 'cake'})"
0.004266097853619517,"frozenset({'mineral water', 'green tea', 'olive oil'})"
0.004532728969470737,"frozenset({'olive oil', 'spaghetti', 'green tea'})"
0.004532728969470737,"frozenset({'mineral water', 'shrimp', 'olive oil'})"
0.010265297960271964,"frozenset({'mineral water', 'spaghetti', 'olive oil'})"
0.008532195707239034,"frozenset({'mineral water', 'milk', 'olive oil'})"
0.007199040127982935,"frozenset({'olive oil', 'spaghetti', 'milk'})"
0.008265564591387815,"frozenset({'mineral water', 'chocolate', 'olive oil'})"
0.007065724570057326,"frozenset({'olive oil', 'spaghetti', 'chocolate'})"
0.005199306759098787,"frozenset({'olive oil', 'milk', 'chocolate'})"
0.006665777896280496,"frozenset({'mineral water', 'ground beef', 'olive oil'})"
0.0061325156645780565,"frozenset({'olive oil', 'spaghetti', 'ground beef'})"
0.004932675643247567,"frozenset({'olive oil', 'ground beef', 'milk'})"
0.006532462338354886,"frozenset({'mineral water', 'frozen vegetables', 'olive oil'})"
0.005732568990801226,"frozenset({'olive oil', 'spaghetti', 'frozen vegetables'})"
0.004799360085321957,"frozenset({'olive oil', 'frozen vegetables', 'milk'})"
0.004399413411545127,"frozenset({'spaghetti', 'tomatoes', 'olive oil'})"
0.0041327822956939075,"frozenset({'mineral water', 'tomatoes', 'olive oil'})"
0.005865884548726837,"frozenset({'mineral water', 'eggs', 'olive oil'})"
0.005065991201173177,"frozenset({'olive oil', 'spaghetti', 'eggs'})"
0.005065991201173177,"frozenset({'olive oil', 'spaghetti', 'pancakes'})"
0.004666044527396347,"frozenset({'mineral water', 'pancakes', 'olive oil'})"
0.020263964804692707,"frozenset({'mineral water', 'frozen smoothie'})"
0.011198506865751233,"frozenset({'green tea', 'frozen smoothie'})"
0.007332355685908546,"frozenset({'shrimp', 'frozen smoothie'})"
0.007332355685908546,"frozenset({'low fat yogurt', 'frozen smoothie'})"
0.006932409012131715,"frozenset({'olive oil', 'frozen smoothie'})"
0.01559792027729636,"frozenset({'spaghetti', 'frozen smoothie'})"
0.014264764698040262,"frozenset({'frozen smoothie', 'milk'})"
0.007598986801759766,"frozenset({'ground beef', 'frozen smoothie'})"
0.005465937874950006,"frozenset({'frozen smoothie', 'escalope'})"
0.009998666844420743,"frozenset({'frozen smoothie', 'frozen vegetables'})"
0.01493134248766831,"frozenset({'frozen smoothie', 'chocolate'})"
0.006532462338354886,"frozenset({'frozen smoothie', 'tomatoes'})"
0.011065191307825623,"frozenset({'eggs', 'frozen smoothie'})"
0.006399146780429276,"frozenset({'cake', 'frozen smoothie'})"
0.014531395813891481,"frozenset({'french fries', 'frozen smoothie'})"
0.009065457938941474,"frozenset({'pancakes', 'frozen smoothie'})"
0.007199040127982935,"frozenset({'burgers', 'frozen smoothie'})"
0.006799093454206106,"frozenset({'mineral water', 'spaghetti', 'frozen smoothie'})"
0.0061325156645780565,"frozenset({'mineral water', 'frozen smoothie', 'milk'})"
0.005599253432875617,"frozenset({'spaghetti', 'frozen smoothie', 'milk'})"
0.0041327822956939075,"frozenset({'milk', 'frozen smoothie', 'chocolate'})"
0.0041327822956939075,"frozenset({'spaghetti', 'frozen smoothie', 'frozen vegetables'})"
0.005065991201173177,"frozenset({'mineral water', 'frozen smoothie', 'chocolate'})"
0.004666044527396347,"frozenset({'spaghetti', 'frozen smoothie', 'chocolate'})"
0.0041327822956939075,"frozenset({'mineral water', 'eggs', 'frozen smoothie'})"
0.015064658045593921,"frozenset({'mineral water', 'honey'})"
0.009332089054792695,"frozenset({'green tea', 'honey'})"
0.005865884548726837,"frozenset({'honey', 'frozen smoothie'})"
0.004799360085321957,"frozenset({'olive oil', 'honey'})"
0.004399413411545127,"frozenset({'honey', 'shrimp'})"
0.007998933475536596,"frozenset({'honey', 'chocolate'})"
0.0041327822956939075,"frozenset({'honey', 'chicken'})"
0.008932142381015865,"frozenset({'french fries', 'honey'})"
0.007732302359685375,"frozenset({'honey', 'milk'})"
0.006265831222503666,"frozenset({'honey', 'burgers'})"
0.0041327822956939075,"frozenset({'honey', 'grated cheese'})"
0.011865084655379284,"frozenset({'spaghetti', 'honey'})"
0.007598986801759766,"frozenset({'honey', 'frozen vegetables'})"
0.004399413411545127,"frozenset({'honey', 'cake'})"
0.005732568990801226,"frozenset({'turkey', 'honey'})"
0.005332622317024397,"frozenset({'honey', 'tomatoes'})"
0.006799093454206106,"frozenset({'honey', 'ground beef'})"
0.005732568990801226,"frozenset({'honey', 'eggs'})"
0.006665777896280496,"frozenset({'honey', 'pancakes'})"
0.017064391414478068,"frozenset({'mineral water', 'salmon'})"
0.005865884548726837,"frozenset({'salmon', 'green tea'})"
0.005732568990801226,"frozenset({'olive oil', 'salmon'})"
0.005065991201173177,"frozenset({'salmon', 'frozen smoothie'})"
0.004666044527396347,"frozenset({'salmon', 'shrimp'})"
0.013464871350486601,"frozenset({'spaghetti', 'salmon'})"
0.008265564591387815,"frozenset({'salmon', 'eggs'})"
0.004932675643247567,"frozenset({'salmon', 'tomatoes'})"
0.0041327822956939075,"frozenset({'salmon', 'turkey'})"
0.009732035728569524,"frozenset({'salmon', 'milk'})"
0.008932142381015865,"frozenset({'salmon', 'ground beef'})"
0.010665244634048793,"frozenset({'salmon', 'chocolate'})"
0.005865884548726837,"frozenset({'salmon', 'french fries'})"
0.005199306759098787,"frozenset({'salmon', 'grated cheese'})"
0.004532728969470737,"frozenset({'salmon', 'burgers'})"
0.006265831222503666,"frozenset({'salmon', 'frozen vegetables'})"
0.004266097853619517,"frozenset({'salmon', 'pancakes'})"
0.006799093454206106,"frozenset({'spaghetti', 'salmon', 'mineral water'})"
0.004399413411545127,"frozenset({'mineral water', 'salmon', 'milk'})"
0.004532728969470737,"frozenset({'mineral water', 'salmon', 'chocolate'})"
0.011598453539528063,"frozenset({'mineral water', 'avocado'})"
0.006265831222503666,"frozenset({'green tea', 'avocado'})"
0.005065991201173177,"frozenset({'avocado', 'frozen smoothie'})"
0.004532728969470737,"frozenset({'avocado', 'burgers'})"
0.007998933475536596,"frozenset({'spaghetti', 'avocado'})"
0.007465671243834155,"frozenset({'avocado', 'milk'})"
0.004399413411545127,"frozenset({'soup', 'avocado'})"
0.007065724570057326,"frozenset({'avocado', 'chocolate'})"
0.005599253432875617,"frozenset({'avocado', 'eggs'})"
0.007998933475536596,"frozenset({'french fries', 'avocado'})"
0.004399413411545127,"frozenset({'avocado', 'pancakes'})"
0.004666044527396347,"frozenset({'avocado', 'frozen vegetables'})"
0.004266097853619517,"frozenset({'avocado', 'cake'})"
0.009598720170643914,"frozenset({'mineral water', 'cottage cheese'})"
0.006399146780429276,"frozenset({'green tea', 'cottage cheese'})"
0.004932675643247567,"frozenset({'cottage cheese', 'frozen smoothie'})"
0.004399413411545127,"frozenset({'cottage cheese', 'cake'})"
0.005599253432875617,"frozenset({'cottage cheese', 'eggs'})"
0.004932675643247567,"frozenset({'cottage cheese', 'chocolate'})"
0.005865884548726837,"frozenset({'french fries', 'cottage cheese'})"
0.006932409012131715,"frozenset({'spaghetti', 'cottage cheese'})"
0.0041327822956939075,"frozenset({'cottage cheese', 'frozen vegetables'})"
0.004666044527396347,"frozenset({'cottage cheese', 'milk'})"
0.005199306759098787,"frozenset({'cottage cheese', 'pancakes'})"
0.009598720170643914,"frozenset({'mineral water', 'tomato juice'})"
0.006265831222503666,"frozenset({'green tea', 'tomato juice'})"
0.004266097853619517,"frozenset({'fresh bread', 'tomato juice'})"
0.005865884548726837,"frozenset({'tomato juice', 'chocolate'})"
0.005732568990801226,"frozenset({'tomato juice', 'milk'})"
0.005065991201173177,"frozenset({'tomato juice', 'eggs'})"
0.007465671243834155,"frozenset({'spaghetti', 'tomato juice'})"
0.007065724570057326,"frozenset({'french fries', 'tomato juice'})"
0.004932675643247567,"frozenset({'tomato juice', 'pancakes'})"
0.004932675643247567,"frozenset({'tomato juice', 'frozen vegetables'})"
0.005599253432875617,"frozenset({'mineral water', 'energy drink'})"
0.004266097853619517,"frozenset({'spaghetti', 'energy drink'})"
0.004932675643247567,"frozenset({'energy drink', 'eggs'})"
0.0061325156645780565,"frozenset({'french fries', 'energy drink'})"
0.007865617917610986,"frozenset({'mineral water', 'vegetables mix'})"
0.005065991201173177,"frozenset({'green tea', 'vegetables mix'})"
0.004399413411545127,"frozenset({'vegetables mix', 'frozen vegetables'})"
0.005599253432875617,"frozenset({'spaghetti', 'vegetables mix'})"
0.004799360085321957,"frozenset({'vegetables mix', 'chocolate'})"
0.005599253432875617,"frozenset({'french fries', 'vegetables mix'})"
0.004799360085321957,"frozenset({'vegetables mix', 'eggs'})"
0.004399413411545127,"frozenset({'vegetables mix', 'milk'})"
0.007598986801759766,"frozenset({'mineral water', 'almonds'})"
0.005065991201173177,"frozenset({'green tea', 'almonds'})"
0.006532462338354886,"frozenset({'eggs', 'almonds'})"
0.005199306759098787,"frozenset({'burgers', 'almonds'})"
0.004399413411545127,"frozenset({'french fries', 'almonds'})"
0.005999200106652446,"frozenset({'almonds', 'chocolate'})"
0.005999200106652446,"frozenset({'spaghetti', 'almonds'})"
0.005199306759098787,"frozenset({'almonds', 'milk'})"
0.05092654312758299,"frozenset({'mineral water', 'eggs'})"
0.02879616051193174,"frozenset({'eggs', 'burgers'})"
0.024396747100386616,"frozenset({'mineral water', 'burgers'})"
0.0174643380882549,"frozenset({'green tea', 'burgers'})"
0.021997067057725635,"frozenset({'french fries', 'burgers'})"
0.021463804826023197,"frozenset({'spaghetti', 'burgers'})"
0.01786428476203173,"frozenset({'burgers', 'milk'})"
0.017064391414478068,"frozenset({'burgers', 'chocolate'})"
0.011998400213304892,"frozenset({'ground beef', 'burgers'})"
0.010531929076123183,"frozenset({'burgers', 'pancakes'})"
0.010531929076123183,"frozenset({'burgers', 'frozen vegetables'})"
0.007865617917610986,"frozenset({'mineral water', 'eggs', 'burgers'})"
0.005465937874950006,"frozenset({'french fries', 'burgers', 'green tea'})"
0.004799360085321957,"frozenset({'spaghetti', 'green tea', 'burgers'})"
0.005999200106652446,"frozenset({'green tea', 'eggs', 'burgers'})"
0.009065457938941474,"frozenset({'french fries', 'eggs', 'burgers'})"
0.005199306759098787,"frozenset({'mineral water', 'french fries', 'burgers'})"
0.005599253432875617,"frozenset({'spaghetti', 'french fries', 'burgers'})"
0.007199040127982935,"frozenset({'spaghetti', 'eggs', 'burgers'})"
0.006532462338354886,"frozenset({'mineral water', 'spaghetti', 'burgers'})"
0.006399146780429276,"frozenset({'spaghetti', 'burgers', 'milk'})"
0.005599253432875617,"frozenset({'french fries', 'burgers', 'milk'})"
0.006932409012131715,"frozenset({'mineral water', 'burgers', 'milk'})"
0.005332622317024397,"frozenset({'eggs', 'burgers', 'milk'})"
0.005465937874950006,"frozenset({'eggs', 'burgers', 'chocolate'})"
0.005732568990801226,"frozenset({'mineral water', 'burgers', 'chocolate'})"
0.005465937874950006,"frozenset({'milk', 'burgers', 'chocolate'})"
0.006399146780429276,"frozenset({'spaghetti', 'burgers', 'chocolate'})"
0.004799360085321957,"frozenset({'french fries', 'burgers', 'chocolate'})"
0.005332622317024397,"frozenset({'mineral water', 'ground beef', 'burgers'})"
0.0041327822956939075,"frozenset({'ground beef', 'burgers', 'milk'})"
0.005465937874950006,"frozenset({'spaghetti', 'ground beef', 'burgers'})"
0.004399413411545127,"frozenset({'spaghetti', 'burgers', 'pancakes'})"
0.0041327822956939075,"frozenset({'burgers', 'eggs', 'pancakes'})"
0.004932675643247567,"frozenset({'mineral water', 'burgers', 'frozen vegetables'})"
0.004399413411545127,"frozenset({'meatballs', 'eggs'})"
0.005465937874950006,"frozenset({'meatballs', 'milk'})"
0.007732302359685375,"frozenset({'mineral water', 'meatballs'})"
0.006399146780429276,"frozenset({'spaghetti', 'meatballs'})"
0.01946407145713905,"frozenset({'turkey', 'eggs'})"
0.019197440341287828,"frozenset({'mineral water', 'turkey'})"
0.010665244634048793,"frozenset({'turkey', 'burgers'})"
0.01653112918277563,"frozenset({'spaghetti', 'turkey'})"
0.006532462338354886,"frozenset({'turkey', 'tomatoes'})"
0.010665244634048793,"frozenset({'turkey', 'french fries'})"
0.011331822423676844,"frozenset({'turkey', 'milk'})"
0.011331822423676844,"frozenset({'turkey', 'chocolate'})"
0.009198773496867084,"frozenset({'turkey', 'ground beef'})"
0.008798826823090255,"frozenset({'turkey', 'frozen vegetables'})"
0.005332622317024397,"frozenset({'olive oil', 'turkey'})"
0.011865084655379284,"frozenset({'turkey', 'green tea'})"
0.0041327822956939075,"frozenset({'turkey', 'frozen smoothie'})"
0.006399146780429276,"frozenset({'turkey', 'shrimp'})"
0.006932409012131715,"frozenset({'turkey', 'cake'})"
0.009598720170643914,"frozenset({'turkey', 'pancakes'})"
0.004266097853619517,"frozenset({'turkey', 'escalope'})"
0.005065991201173177,"frozenset({'turkey', 'low fat yogurt'})"
0.005599253432875617,"frozenset({'mineral water', 'eggs', 'turkey'})"
0.006399146780429276,"frozenset({'mineral water', 'spaghetti', 'turkey'})"
0.005199306759098787,"frozenset({'spaghetti', 'eggs', 'turkey'})"
0.0061325156645780565,"frozenset({'mineral water', 'turkey', 'milk'})"
0.004799360085321957,"frozenset({'spaghetti', 'turkey', 'milk'})"
0.0041327822956939075,"frozenset({'mineral water', 'turkey', 'chocolate'})"
0.004399413411545127,"frozenset({'mineral water', 'turkey', 'frozen vegetables'})"
0.04799360085321957,"frozenset({'mineral water', 'milk'})"
0.01759765364618051,"frozenset({'green tea', 'milk'})"
0.023730169310758567,"frozenset({'french fries', 'milk'})"
0.03546193840821224,"frozenset({'spaghetti', 'milk'})"
0.03212904946007199,"frozenset({'milk', 'chocolate'})"
0.03079589388081589,"frozenset({'eggs', 'milk'})"
0.005732568990801226,"frozenset({'mineral water', 'green tea', 'milk'})"
0.005199306759098787,"frozenset({'spaghetti', 'green tea', 'milk'})"
0.004666044527396347,"frozenset({'milk', 'green tea', 'chocolate'})"
0.006399146780429276,"frozenset({'spaghetti', 'french fries', 'milk'})"
0.008265564591387815,"frozenset({'mineral water', 'french fries', 'milk'})"
0.007332355685908546,"frozenset({'milk', 'french fries', 'chocolate'})"
0.007199040127982935,"frozenset({'french fries', 'eggs', 'milk'})"
0.01573123583522197,"frozenset({'mineral water', 'spaghetti', 'milk'})"
0.013998133582189041,"frozenset({'mineral water', 'milk', 'chocolate'})"
0.010931875749900012,"frozenset({'spaghetti', 'milk', 'chocolate'})"
0.004932675643247567,"frozenset({'mineral water', 'spaghetti', 'milk', 'chocolate'})"
0.013064924676709772,"frozenset({'mineral water', 'eggs', 'milk'})"
0.009198773496867084,"frozenset({'milk', 'eggs', 'chocolate'})"
0.008932142381015865,"frozenset({'spaghetti', 'eggs', 'milk'})"
0.0041327822956939075,"frozenset({'mineral water', 'milk', 'eggs', 'chocolate'})"
0.004399413411545127,"frozenset({'mineral water', 'spaghetti', 'eggs', 'milk'})"
0.020130649246767097,"frozenset({'mineral water', 'whole wheat rice'})"
0.011865084655379284,"frozenset({'whole wheat rice', 'milk'})"
0.009065457938941474,"frozenset({'green tea', 'whole wheat rice'})"
0.014131449140114652,"frozenset({'spaghetti', 'whole wheat rice'})"
0.009065457938941474,"frozenset({'whole wheat rice', 'frozen vegetables'})"
0.005999200106652446,"frozenset({'whole wheat rice', 'frozen smoothie'})"
0.005199306759098787,"frozenset({'whole wheat rice', 'escalope'})"
0.008132249033462205,"frozenset({'whole wheat rice', 'ground beef'})"
0.011998400213304892,"frozenset({'whole wheat rice', 'chocolate'})"
0.006932409012131715,"frozenset({'whole wheat rice', 'pancakes'})"
0.010931875749900012,"frozenset({'whole wheat rice', 'eggs'})"
0.008932142381015865,"frozenset({'whole wheat rice', 'burgers'})"
0.007065724570057326,"frozenset({'turkey', 'whole wheat rice'})"
0.005999200106652446,"frozenset({'whole wheat rice', 'tomatoes'})"
0.007732302359685375,"frozenset({'whole wheat rice', 'cake'})"
0.010531929076123183,"frozenset({'french fries', 'whole wheat rice'})"
0.005465937874950006,"frozenset({'whole wheat rice', 'chicken'})"
0.005865884548726837,"frozenset({'whole wheat rice', 'shrimp'})"
0.006532462338354886,"frozenset({'low fat yogurt', 'whole wheat rice'})"
0.005065991201173177,"frozenset({'mineral water', 'whole wheat rice', 'milk'})"
0.006265831222503666,"frozenset({'spaghetti', 'whole wheat rice', 'mineral water'})"
0.004399413411545127,"frozenset({'mineral water', 'whole wheat rice', 'frozen vegetables'})"
0.0041327822956939075,"frozenset({'spaghetti', 'whole wheat rice', 'chocolate'})"
0.0041327822956939075,"frozenset({'mineral water', 'whole wheat rice', 'pancakes'})"
0.006799093454206106,"frozenset({'mineral water', 'energy bar'})"
0.005465937874950006,"frozenset({'energy bar', 'milk'})"
0.004399413411545127,"frozenset({'spaghetti', 'energy bar'})"
0.004799360085321957,"frozenset({'french fries', 'energy bar'})"
0.005199306759098787,"frozenset({'energy bar', 'eggs'})"
0.0041327822956939075,"frozenset({'energy bar', 'frozen vegetables'})"
0.036395147313691506,"frozenset({'french fries', 'eggs'})"
0.03372883615517931,"frozenset({'mineral water', 'french fries'})"
0.027596320490601255,"frozenset({'spaghetti', 'french fries'})"
0.006932409012131715,"frozenset({'mineral water', 'french fries', 'eggs'})"
